dataFileHandleId,feat1
17301504,0
17293315,1
17301508,0
17317891,1
17293322,1
17301514,1
17285146,0
17301534,1
17285151,1
17301540,1
17285158,1
17301544,0
17293354,0
17301549,1
17285166,1
17293360,1
17285184,0
17309764,0
17285188,1
17317959,0
17309768,1
17285194,1
17326157,1
17317967,0
17285202,0
17309788,1
17326173,1
17309792,1
17317984,0
17317992,1
17301621,0
17326200,0
17301627,1
17293438,0
17301631,1
17293444,1
17301637,1
17326215,0
17285269,1
17301657,0
17285274,0
17285279,0
17301663,0
17293474,1
17301667,1
17309862,0
17293480,0
17285288,1
17309866,1
17301673,1
17285308,1
17309887,0
17285312,0
17309891,0
17285319,1
17285327,1
17301743,0
17326321,1
17293554,0
17301749,1
17293558,0
17301753,1
17293564,0
17301760,1
17326337,1
17309963,1
17309967,0
17293584,0
17301780,1
17293590,1
17293594,0
17301786,1
17301790,1
17326367,1
17293600,0
17285408,1
17301795,1
17285412,1
17309989,0
17326375,1
17309993,1
17285418,0
17285426,0
17285444,1
17285448,1
17285454,0
17285464,1
17301863,1
17301869,1
17310065,0
17293685,1
17310069,1
17301878,1
17293693,0
17310092,0
17301900,1
17310096,0
17301906,0
17293718,1
17301914,1
17293723,1
17293729,1
17285538,0
17326501,1
17285544,0
17285550,1
17285560,0
17326523,1
17285580,0
17285584,0
17310164,1
17285591,1
17310168,1
17326554,0
17285600,1
17293795,0
17293801,1
17310188,1
17326572,1
17301996,1
17310192,0
17293809,0
17302002,1
17293815,0
17302010,1
17293831,1
17293837,1
17302032,0
17293845,1
17302038,0
17302046,0
17285674,1
17285678,1
17310260,1
17285684,0
17310263,0
17285692,0
17310284,1
17285710,1
17310288,0
17285714,1
17285720,1
17285728,0
17302117,0
17326696,0
17293930,0
17302124,1
17293937,0
17302131,1
17326712,1
17293945,1
17293951,1
17302157,0
17293967,1
17302163,0
17293973,1
17310358,1
17310362,0
17326747,0
17302171,1
17293981,1
17293987,0
17285795,0
17285799,1
17285805,0
17310382,1
17326768,0
17310386,0
17285813,1
17285831,1
17285835,1
17285841,0
17285849,0
17302241,1
17294051,1
17302247,0
17294058,0
17302255,0
17294066,1
17310453,0
17294072,1
17310460,0
17302277,0
17294088,1
17302283,1
17310477,1
17294094,0
17302291,1
17310485,0
17294102,1
17294108,1
17285918,0
17326880,1
17285922,1
17285928,0
17285937,1
17285955,0
17285959,1
17326922,1
17285966,0
17310549,1
17285975,1
17302363,0
17294172,1
17302369,0
17294178,1
17302377,0
17294186,1
17310573,1
17294191,0
17302399,1
17294208,1
17302405,1
17294214,1
17302412,0
17294222,0
17294228,1
17286039,1
17286045,1
17286054,1
17286060,1
17310648,1
17286076,1
17310656,0
17286082,0
17286090,0
17327053,0
17286096,0
17310672,0
17294293,0
17302487,1
17310680,0
17294299,1
17302493,1
17294308,1
17302501,0
17294313,0
17327084,1
17294331,1
17302524,1
17294338,0
17302530,0
17302538,1
17294347,1
17294353,0
17310746,0
17286173,1
17310754,0
17286179,1
17286187,1
17286194,1
17310770,1
17310778,0
17286210,1
17286216,1
17286224,0
17302609,1
17294420,0
17286230,1
17302615,0
17294426,0
17302623,0
17294434,1
17327205,1
17302629,1
17294440,0
17302645,1
17294456,1
17310842,0
17302651,0
17294462,1
17310850,1
17302659,0
17294470,1
17302665,1
17294476,0
17310866,1
17327251,0
17286297,1
17310874,0
17286303,0
17286311,1
17286317,1
17319092,0
17286334,1
17286340,0
17319108,1
17286348,1
17294540,0
17286354,1
17294546,0
17294554,0
17302749,0
17294560,1
17319138,0
17302755,1
17310954,1
17302763,0
17319146,1
17294575,0
17302769,1
17310963,1
17294582,1
17294590,0
17302785,0
17310979,0
17294596,1
17302791,0
17310987,1
17327371,1
17302799,0
17302805,0
17286422,0
17286428,0
17286436,1
17286442,0
17286457,1
17327418,1
17286464,0
17286472,1
17311051,1
17286478,1
17294674,0
17311059,1
17302868,1
17294680,1
17302877,1
17294688,1
17302885,0
17294694,1
17311081,1
17302891,0
17311089,1
17294712,0
17302906,1
17294718,1
17302912,0
17294726,1
17302921,1
17294732,0
17286542,1
17302927,1
17286548,1
17286556,0
17286562,0
17286579,0
17311155,1
17286585,0
17311163,0
17327552,0
17286593,0
17286599,1
17311179,1
17294797,1
17319374,0
17302992,1
17294803,0
17311187,0
17302998,1
17294811,1
17303006,1
17294817,0
17303012,0
17319399,0
