dataFileHandleId,empirical2,Z__spkt_welch_density__coeff_2,Y__spkt_welch_density__coeff_5,Y__spkt_welch_density__coeff_8,yR,Y__sum_of_reoccurring_values,yStd,Z__spkt_welch_density__coeff_8,"X__fft_coefficient__coeff_54__attr_""abs""",empirical1,"Y__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""intercept""","Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","Y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","Y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",X__spkt_welch_density__coeff_8,site_1,X__spkt_welch_density__coeff_5,X__spkt_welch_density__coeff_2,Z__friedrich_coefficients__m_3__r_30__coeff_0,"Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","X__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",Y__spkt_welch_density__coeff_2,Z__friedrich_coefficients__m_3__r_30__coeff_2,Z__friedrich_coefficients__m_3__r_30__coeff_1,"Z__fft_coefficient__coeff_39__attr_""abs""",Z__spkt_welch_density__coeff_5,"X__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20",xR,Z__sum_of_reoccurring_data_points
17301504,0.7411231049733669,-0.15108399545746415,-0.21075527693274165,-0.013682956413042317,0.6700921016244145,-0.021761168724351306,0.5614535904029693,0.14181037953435932,0.42253715300391037,-0.041436009554523485,1.4933717527822106,-0.03098311681436441,-0.030990092675151116,0.14312232017203363,-0.054719766367281,0.37815593281391996,-0.6746577232035966,-0.09665028077092884,-0.18952044913099902,0.25162101190331404,-0.0002977398397967454,-0.20010616414108756,-0.15938503115223038,0.26477745101448996,0.2718348811740163,-0.24969667484557048,-0.11603703961160618,-0.1997373181119389,0.2345741396846802,0.49089731738038567
17293315,0.27640246947777186,-0.09863321455025499,0.8366224768322484,-0.04152701955113595,-0.11587078292681638,-3.323654812169663,-0.11133406749716322,-0.07011605932713051,1.7349363747608526,-0.041436009554523485,-2.7542153024111613,-0.07109479133535176,-0.04961529380346757,-0.039745501548582966,-0.06367122947552067,0.032390221125618006,-0.6746577232035966,0.7612483347213611,0.4567571243037662,0.2126449694634857,-0.06103662090868457,1.6496945574766926,0.06154549494013527,0.23524706188644223,0.23550370360659265,1.3490226614502947,0.007564008951497479,-0.6272311370807134,0.7229798632617168,-0.11672981291814037
17301508,0.7411231049733669,-0.20215981462936658,-0.21298847388179326,-0.038692104848071625,-0.1522593137222357,-2.5490268927673947,-0.1468584209600396,-0.014493909434068955,0.7538297712361244,-0.041436009554523485,-2.041951508848186,-0.032725583442854415,-0.0338657700526124,0.0983727128988186,-0.04217995293975333,0.08844469691809828,-0.6746577232035966,-0.097413710697501,-0.22122029148823122,0.2578409400563951,-0.05912037704197374,0.13463748230325995,-0.1653346074366282,0.2703926179689306,0.28049944831099266,0.014262272413117515,-0.11926891882844425,0.4149950139112326,-0.15740272304408515,0.16837059911074387
17317891,-1.1177594370090125,2.428932969826685,0.3247911568110857,0.3831658458274778,2.669448101509811,-0.42221756675873306,2.3834541850265327,0.7565128215039337,1.1241029532209157,-1.2741572938015935,0.5419718952677975,0.9449928128563141,0.5981621186305708,2.8870079399229227,0.5736913361855063,0.23069542409088759,1.4822330873965586,0.07394686155817158,0.5860356396206339,0.2578013312864717,0.43905795498914113,0.31728953827735934,0.21884306379935622,0.2792824524301019,0.28223707155260863,1.3368716096520883,0.19768171317159075,0.049953432627298684,0.19509008839593653,0.4975173222358314
17293322,0.27640246947777186,-0.19492004817141964,-0.19436866355106117,-0.04785358748943778,-0.19605714279356345,-4.271125315109477,-0.17129614197111095,-0.064511574451967,0.7991202574520313,-0.041436009554523485,-2.7909590012557026,-0.07008518157395287,-0.04995608266645239,-0.052030743859553,-0.07065079259235393,-0.0543891074445799,-0.6746577232035966,-0.09151691347613475,-0.09760363159405264,0.1939611118961432,-0.06525811908005667,0.007677196958735051,-0.16889758970993898,0.11674846852172618,0.17725772752841112,-0.020135281453572247,-0.11742790923879186,-0.9576131925795108,0.004100710735493644,-0.13739461061779853
17301514,0.7411231049733669,-0.198330032523504,-0.2152864227482925,-0.03866314454155204,-0.19432740993719474,-2.866588953453619,-0.20152760963570288,-0.06420952962993577,1.605483118464529,-0.041436009554523485,-2.0985184260912004,-0.06131520575906846,-0.04426795206996672,0.02640630533389168,-0.06449012589760002,-0.012388524684458788,-0.6746577232035966,-0.09954251430858545,-0.2306832621434613,-0.0270539887065918,-0.07188434549351723,-0.43154942373518845,-0.17867255228695456,-0.19440060678578344,-0.10064605588241779,-0.2565324663077622,-0.12211136363014075,-0.1989853133682164,-0.2001279544000474,-0.3909357404119325
17285146,-1.1177594370090125,-0.20840599925164857,-0.2125438350307305,-0.04970055111089051,-0.41674705418841135,-0.027330738884401466,-0.35649050062663235,-0.07675140299545984,-0.7244465104018835,-1.2741572938015935,0.2999938604042126,-0.0861759262360326,-0.06180124973172778,-0.28495811945687755,-0.103330492491103,-0.08886273508529245,1.4822330873965586,-0.10027173418401217,-0.231242496037176,-5.57366176974315,-0.08011602952585864,-0.5274005161745795,-0.1845285264225427,-4.4707197416158095,-5.206849408037854,-0.26431335846986015,-0.12111312903238622,-0.006470780111605904,-0.44224689399445305,0.35284874167129116
17301534,0.7411231049733669,-0.19982545460527978,-0.21129421231003384,-0.04860243452034948,0.5482266285295428,-0.06484857653517041,0.5046997361806558,-0.07350006730710486,-0.7303421262720878,-0.041436009554523485,0.7497267256255838,-0.07476435534788779,-0.05650297226659362,-0.20267129461916297,-0.08994042572036147,-0.087022531662707,-0.6746577232035966,-0.09991410030323976,-0.22916347489143174,0.11018716627097762,-0.04776024853924276,-0.4816351898538202,-0.17288995899140575,0.10705520958312403,0.11509292705889225,-0.26487530511711965,-0.12019617037027422,0.11390395121572858,-0.3957141877084373,0.47559795537125255
17285151,1.6705643759645563,-0.19526938511043543,-0.21124966412938923,-0.048827012468268025,-0.3552608445081064,0.7146399022658219,-0.31480359171527245,-0.07307365444849183,-0.38190033477748386,1.1912852746925464,-0.3884577007227761,-0.08620793029207545,-0.061591035579916145,-0.27915339823312485,-0.09841324206771994,-0.08779261482575931,-0.6746577232035966,-0.10045499249187201,-0.23052222749356727,0.2618512479883456,-0.08009024841933826,0.2090528558776565,-0.174268652216439,0.28893586677524014,0.27563307778513585,0.11134654211033738,-0.11887639419686723,1.663826211072102,-0.4114610459966247,1.2094505802463014
17301540,0.7411231049733669,-0.2018312156432314,-0.21517113037906915,-0.04907203068329542,-0.09838103192814121,0.13504743810221914,0.0007155256826920641,-0.0762252957932218,-0.2406549739936347,-0.041436009554523485,0.6262052466369669,-0.08714405448883382,-0.06403732732880665,-0.35845715831454933,-0.10028581419761996,-0.08736846207305822,-0.6746577232035966,-0.09980727807417998,-0.22298859315531785,-0.5934588890870792,-0.05872887570533148,-0.5236062615091921,-0.17435999360246054,-0.4836310607042147,-0.5592218165672,-0.2132713196937097,-0.12152899256469604,0.5390403838336145,-0.4984773998065407,0.4550966743840493
