dataFileHandleId,Z__spkt_welch_density__coeff_2,empirical2,Y__spkt_welch_density__coeff_8,yStd,yR,Y__sum_of_reoccurring_values,Z__spkt_welch_density__coeff_8,empirical1,Y__spkt_welch_density__coeff_5,Y__quantile__q_0.4
17301504,-0.15108399545746415,0.7411231049733669,-0.013682956413042317,0.5614535904029693,0.6700921016244145,-0.021761168724351306,0.14181037953435932,-0.041436009554523485,-0.21075527693274165,1.2235741456213767
17293315,-0.09863321455025499,0.27640246947777186,-0.04152701955113595,-0.11133406749716322,-0.11587078292681638,-3.323654812169663,-0.07011605932713051,-0.041436009554523485,0.8366224768322484,-2.898806223036788
17301508,-0.20215981462936658,0.7411231049733669,-0.038692104848071625,-0.1468584209600396,-0.1522593137222357,-2.5490268927673947,-0.014493909434068955,-0.041436009554523485,-0.21298847388179326,-2.0553536969733632
17317891,2.428932969826685,-1.1177594370090125,0.3831658458274778,2.3834541850265327,2.669448101509811,-0.42221756675873306,0.7565128215039337,-1.2741572938015935,0.3247911568110857,0.2722102098281576
17293322,-0.19492004817141964,0.27640246947777186,-0.04785358748943778,-0.17129614197111095,-0.19605714279356345,-4.271125315109477,-0.064511574451967,-0.041436009554523485,-0.19436866355106117,-3.088640195361286
17301514,-0.198330032523504,0.7411231049733669,-0.03866314454155204,-0.20152760963570288,-0.19432740993719474,-2.866588953453619,-0.06420952962993577,-0.041436009554523485,-0.2152864227482925,-2.1559904518735427
17285146,-0.20840599925164857,-1.1177594370090125,-0.04970055111089051,-0.35649050062663235,-0.41674705418841135,-0.027330738884401466,-0.07675140299545984,-1.2741572938015935,-0.2125438350307305,0.33471688793241994
17301534,-0.19982545460527978,0.7411231049733669,-0.04860243452034948,0.5046997361806558,0.5482266285295428,-0.06484857653517041,-0.07350006730710486,-0.041436009554523485,-0.21129421231003384,1.0167781537054736
17285151,-0.19526938511043543,1.6705643759645563,-0.048827012468268025,-0.31480359171527245,-0.3552608445081064,0.7146399022658219,-0.07307365444849183,1.1912852746925464,-0.21124966412938923,-0.2757126147093083
17301540,-0.2018312156432314,0.7411231049733669,-0.04907203068329542,0.0007155256826920641,-0.09838103192814121,0.13504743810221914,-0.0762252957932218,-0.041436009554523485,-0.21517113037906915,0.7817483112122589
17285158,-0.19277917336422112,-1.1177594370090125,-0.049714665009605905,-0.35615790252424323,-0.35838719181190365,-0.7755684617812458,-0.07636582295159115,-1.2741572938015935,-0.21664695624709415,-1.5074576231643562
17301544,-0.20360417589673388,0.7411231049733669,-0.04963027782086214,0.31482019011193924,0.3313313703148181,-2.335618906727441,-0.07705665896743175,-0.041436009554523485,-0.2159098970751046,-2.0956613859532673
17293354,-0.010862394134891049,0.27640246947777186,-0.041350163331521965,0.13543082186371683,0.24653928635922015,-2.487220466692366,-0.05591529505869754,-0.041436009554523485,-0.14482462309040153,-2.5284675949379
17301549,-0.2043489374555957,0.7411231049733669,-0.0496783900561533,-0.08221035990682106,-0.07224882382294,-2.5813705113376018,-0.07496172091975573,-0.041436009554523485,-0.21832855505567106,-1.944878332808182
17285166,-0.20234292217304575,1.6705643759645563,-0.04918791350887886,-0.29821107732257135,-0.3248663760152012,0.08135410512950694,-0.07738222816524287,1.1912852746925464,-0.19216993335570853,-0.27784752861517786
17293360,0.130040598418804,0.27640246947777186,-0.03825757703448629,0.8324444766726867,0.8521464847573106,-1.2236898213078184,0.010997975514359357,-0.041436009554523485,0.16323445886668017,-2.23793667857419
17285184,-0.2070820015766166,-1.1177594370090125,-0.04963668578825632,-0.37491744062823534,-0.4195775261351985,0.05781469581674823,-0.07685512710292879,-1.2741572938015935,-0.21751766788512777,0.25395695315151523
17309764,-0.20675044512177898,-1.1177594370090125,-0.046030422036993666,-0.24969986642741088,-0.2823575703523872,-0.08200298242702918,-0.07311246833820101,-1.2741572938015935,-0.15157601718695995,0.5973869206059883
17285188,-0.1301144174163862,1.6705643759645563,-0.04783330032223839,-0.1496109415791473,-0.19294527889885232,2.0033749429540344,-0.06819533147665814,1.1912852746925464,-0.20236354465766987,0.14676369759343036
17317959,-0.18536384243234025,-1.1177594370090125,-0.04794964781853619,0.8652443109783896,0.9138251168725943,-1.3637128149540207,-0.06646300112984728,-1.2741572938015935,0.538654380563745,-1.4849062446362582
17309768,-0.19000253430930567,-1.1177594370090125,-0.049896865428301844,-0.4680635714601489,-0.48013059045877615,-0.5547371440968055,-0.07714385303039316,-1.2741572938015935,-0.21275525473796086,-0.9207344103082388
17285194,-0.2073491285050179,-1.1177594370090125,-0.049848410177517725,-0.20842946751734603,-0.23867147043685127,-0.8623722350051561,-0.07726663751391116,-1.2741572938015935,-0.21831680284518357,-1.4875309026477634
17326157,-0.19941754475365506,0.27640246947777186,-0.04935256719563089,-0.2860468387520212,-0.3156756184219073,-0.04167197406211133,-0.07388095964045226,-0.041436009554523485,-0.19133398937960772,-0.1150631726965911
17317967,-0.17382157310241153,-1.1177594370090125,-0.04407682373445972,0.32338444377774295,0.2383230552914648,-0.26796593533366503,-0.06856718199165877,-1.2741572938015935,-0.1417952501412945,0.459168993280389
17285202,-0.19772752010289563,1.6705643759645563,-0.048449084796489315,-0.23846982984786508,-0.26516369471072215,0.4845483779118273,-0.07580162908082919,1.1912852746925464,-0.20469102143735757,0.005934487620555301
17309788,-0.17912048254493915,-1.1177594370090125,-0.049325073798552284,0.033343754576934816,-0.004855452294626316,-0.4217514248691711,-0.07467761136261909,-1.2741572938015935,-0.18307127854068067,0.5324371807814912
17326173,-0.1295156710705327,0.27640246947777186,-0.048282150661400965,-0.1303508118031297,-0.1262988374676066,-0.215728870453891,-0.07094400002818205,-0.041436009554523485,-0.14341226595667556,1.248154978452765
17309792,-0.20771521083650585,-1.1177594370090125,-0.0496940009568733,-0.42432089308690923,-0.43954600914575087,-0.6247400244149867,-0.07642884879823961,-1.2741572938015935,-0.2182558610991219,-1.119253109514397
17317984,-0.07211189649096199,-1.1177594370090125,-0.037932330496862246,1.3469223698440547,1.549936443860945,-1.7275098753707894,0.12498914555382717,-1.2741572938015935,-0.11049556438966338,-1.9461104096285575
17317992,0.1579452478186455,-1.1177594370090125,0.11979770161771705,-0.006442088751105947,0.026066626100639773,-0.2338028952803479,0.18902445656671746,-1.2741572938015935,1.409044316354983,0.8378600219035419
17301621,-0.06161038025950926,1.2058437404689617,-0.04131680381722218,0.7002456125471003,0.8159627907475132,-0.3312156181066349,0.16693531799329936,-0.041436009554523485,-0.2079016883272263,1.10231618013884
17326200,0.9684897664578753,0.27640246947777186,-0.02116525903262223,-0.03073027512234429,-0.11039812335133949,-0.06518800697029745,-0.014576153321929823,-0.041436009554523485,0.4487530950745845,-0.1650103837893109
17301627,-0.1408197814642429,1.2058437404689617,0.035304146830308226,2.451150634952379,2.3693270365790475,-0.3207121773707181,0.5135438592348193,-0.041436009554523485,-0.2090832194424023,0.9569023068577462
17293438,0.04949695579441181,0.7411231049733669,-0.04301297280044142,-0.08247910695427742,-0.07507308859440376,-3.365033190575031,-0.06800083795912054,-0.041436009554523485,-0.1827028809338414,-2.7086409532290663
17301631,-0.18843868811567346,1.2058437404689617,-0.017045335980851273,0.1591597629830182,0.1711676254838238,-1.925660157757272,-0.028196776127115762,-0.041436009554523485,-0.19855346102869229,-1.9728256419287291
17293444,0.011452062516386679,0.7411231049733669,-0.04215980699834903,-0.0077282536283574,0.006075383447239175,-3.2978678655223987,-0.061663669031486644,-0.041436009554523485,-0.18850460788851156,-2.7786836202025054
17301637,-0.19830630947013453,1.2058437404689617,-0.03099091226686605,0.10562715863981846,0.21069491793368633,-1.946909278009103,-0.057249755148513354,-0.041436009554523485,-0.2161382167998491,-1.9147009389209009
17326215,0.5599579699977323,0.27640246947777186,-0.04123469732654001,-0.18536197740797122,-0.200267676720254,-0.32985468289811243,-0.05980787340601992,-0.041436009554523485,-0.1634832852146876,0.9521020944105963
