dataFileHandleId,empiricalFeature1,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",magnitude__sum_values,"Z__fft_aggregated__aggtype_""kurtosis""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",site_1,"Z__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""","magnitude__fft_coefficient__coeff_0__attr_""real""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",session,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","magnitude__fft_coefficient__coeff_0__attr_""abs""",magnitude__abs_energy,"Z__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4","Z__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""","Z__linear_trend__attr_""stderr""",Z_allPower,"magnitude__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""","Z__fft_aggregated__aggtype_""centroid""","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""",empiricalFeature2,Z__number_peaks__n_10,"Z__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""","magnitude__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""",magnitude__partial_autocorrelation__lag_2,Z__binned_entropy__max_bins_10,"magnitude__linear_trend__attr_""stderr""","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",magnitude__autocorrelation__lag_2,X__sum_of_reoccurring_values,Y__autocorrelation__lag_2,"magnitude__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""intercept""",magnitude__autocorrelation__lag_3,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",Z__variance,X__percentage_of_reoccurring_values_to_all_values,"Z__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""",Z__number_peaks__n_5,Y_8.0,Y_9.5,"Z__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""intercept""",Z__mean_abs_change,"Z__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""","X__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6"
17317889,-0.42519336900856597,2.215423113076887,-0.5159748374417693,2.2427819748699216,1.5417334681507642,1.250284569165975,2.3118558239615594,-0.5159748374417693,1.680840450261678,1.6142165945784177,2.5414972896445858,1.4143910740970296,-0.5159748374417693,0.22537076064859835,1.8683121937725267,1.0208626661236144,1.3027452588175932,1.5688128499086966,1.4067960713442387,1.7416223714901682,1.4491049608512576,-0.9161635000091588,1.7671555284870795,1.7417355444065772,1.9815879685938254,-0.667285748589216,-0.5773566847843646,1.405698565495031,1.0375759231795996,-1.5886044906910453,0.6350517675255576,1.761434114057228,2.269406147477065,0.20437324607167112,1.4017238835106165,-0.28743046444619524,-1.4338653890795,-0.43683569052619536,2.73905809657844,3.9141859238912766,0.9716075395583943,1.1815464457272293,-0.7215650342985198,0.916240136922152,-0.5314269861052309,1.397557994252164,1.7417355444065772,1.2942387518639096,0.1624608503435509,1.386669198332584
17301510,-0.42519336900856597,0.9805593381668879,-0.6629189758251327,0.6795247066582811,0.2863302007017638,-0.7998179171858997,0.17761098733491734,-0.662918975825133,0.25768804225940584,0.09304354407401859,0.9829634361459894,0.14282206090158203,-0.662918975825133,-0.30198876560646215,0.026447228550914092,0.5158663055367481,0.08757834289353944,0.12468025669588598,0.29522632387008607,1.4215260985537916,0.9729796361518466,-0.34786643508163356,1.4016210143286791,1.3135442136886317,1.2623856182393276,-0.667285748589216,-0.4300387856129754,0.19817594346174353,0.8969183955383561,-0.281189736046991,0.039887278711983824,0.8935211745157167,0.6626567167828079,0.8892304515525107,0.49868598758336136,-0.9240968246098569,0.2575107491651081,0.8639309489374868,0.2520101120822703,-0.14208746146194629,-0.6265301405246537,0.30775740802400287,-0.6570454137971146,1.3531553865554429,0.1613544987199231,0.02529948969449006,1.3135442136886317,-0.039256075071531074,-0.06940086234253165,0.06349277040342462
17285131,-0.42519336900856597,-0.7262468825985156,0.46567668045594973,0.4291967254376271,-0.39431519779061336,1.250284569165975,-0.5364793314776499,0.4656766804559511,-0.36270541408025353,1.1071589110769513,-0.6146452872794632,-0.39031679430440236,0.4656766804559511,0.22057926576522394,-0.3420779732265674,-0.4093970850166087,-0.3670231638033072,-0.33418961746305154,-0.3772401498683592,-0.9188303972077387,-0.537680581903326,-0.29311274750727206,-0.6585297471750624,-0.814837697943405,-0.6649108276943665,-0.667285748589216,0.5029745758058229,-0.34822344824619017,-0.5172626140873801,0.34964312556058247,0.17401878831996587,-0.6177806943349688,-0.4537786979659732,-0.8750117942846461,-1.3613460424034802,0.7423025409111158,0.1827442002905424,-0.8627546288721455,-0.2771892728872167,-0.3622043877655083,2.4091783907431745,-0.40037554610362375,0.28924235355682976,-0.11113225622279416,-0.9089201006794961,-0.1933898863023054,-0.814837697943405,-0.31233271342954233,-0.007696194403121036,-0.3019649999408971
17301516,-0.42519336900856597,1.2084412254246892,-0.6419911514754115,0.8810395811691135,0.3972022943149028,-0.7998179171858997,0.3612187375589932,-0.6419911514754115,0.2558825976369739,0.09304354407401859,0.9975185875018721,0.16928535063135774,-0.6419911514754115,-0.25843669013975584,0.11978019556843889,0.6422086397893916,0.07071432147262181,0.22455360281708245,0.4167103735032412,1.4735563095049329,0.8882373968408226,-0.3389580997740867,1.1346830361403482,1.5289013579506852,1.1206767673992126,-0.667285748589216,-0.4791447520034385,0.2872781370932016,0.8023614112173426,-0.3476777293579424,-0.11362167519043972,0.8642925581873534,0.7543311375030983,0.5149353452441444,0.48274692765614563,-0.5915518626522736,0.12035013872806517,0.3648024152248486,0.5088733202473856,0.09942362815445947,-4.214954468812396e-15,0.4352829752497463,-0.7215650342985198,0.22347943950691707,-0.9795392231735719,0.26569390699580114,1.5289013579506852,0.07313793256175267,0.42518815368118956,0.10007391127009495
17285134,-0.42519336900856597,-0.8350101354847673,0.4761779328361207,0.3659777872926104,-0.4142902868866218,1.250284569165975,-0.5619551110276821,0.47617793283611864,-0.39574876022450745,1.1071589110769513,-0.8173208144722632,-0.41402083438193876,0.47617793283611864,0.23998733341309877,-0.46322281468849885,-0.4100622414608075,-0.40072231132300007,-0.4297488121365029,-0.46223604314481537,-0.7954431814011254,-0.5719341766226512,-0.25000085643618547,-0.6581591851927684,-0.8290651425438126,-0.6716174376105162,-0.667285748589216,0.9940342397104537,-0.4405836944625852,-0.5715100932124901,-0.7442055800221975,-1.0627471437477358,-0.6340773943452712,-0.6409332285157989,-0.002197358000172591,0.7971960055088315,0.8047472003127188,0.4308797169078285,-0.303572616658797,-0.37031945724366777,-0.745172886581197,-0.5177120444205693,-0.47720840568691836,1.0204647192394232,2.630782552722091,-0.3809956256897557,-0.84760102181529,-0.8290651425438126,-0.41705359932242647,0.017566155855681716,-0.3335709165656839
17285138,-0.42519336900856597,-0.12297673136145669,0.7175663902055466,-0.37087789997626963,-0.14403586678946295,1.250284569165975,-0.24029058442888618,0.7175663902055466,-0.17092766561425096,1.1071589110769513,-0.1422240461783294,-0.050779137519404244,0.7175663902055466,0.8499336813717303,-0.23670363057754001,-0.16363411274452797,-0.10194258556473752,-0.262701606968733,-0.3080988573953972,0.7600107047173787,-0.19642663408366426,1.0195857302643827,-0.20556492951082767,-0.1450872648466376,-0.16856169032125443,-0.667285748589216,0.5029745758058229,-0.2902984844495387,-0.20021679559273123,0.964678782383803,-0.9384569304407884,-0.2241001860790613,-0.05059407596661263,0.6631601775234016,-2.8913133136147127,0.36349703196739935,-0.8022831145610915,0.6448723251694473,0.08670369434084885,-0.0718317532516202,2.0194421680325365,-0.32599559715215964,0.4828012150610457,-0.6867025203997806,-0.3636779360559889,0.3516568923078312,-0.1450872648466376,-0.26332929400006905,-0.1645926179744581,-0.13159702052266511
17285140,-0.42519336900856597,-0.22159769053625203,0.6198004220314574,0.5009689043262673,-0.2321593042920263,1.250284569165975,-0.21196045291231266,0.6198004220314574,-0.21430677926765693,1.1071589110769513,-0.23200785092573856,-0.1954756632681849,0.6198004220314574,0.5377344682142787,-0.30760315672380695,-0.2421830392368972,-0.1603670342877911,-0.2965540582901201,-0.32309868283986254,0.5665429055081729,-0.2746332728895485,0.30430565169711166,-0.34427089197808,-0.19532141366977313,-0.33946508410969395,-0.667285748589216,0.4047626430248968,-0.30372834954599515,-0.2378349499562801,-1.348514492295326,-0.21484112350059786,-0.37236425181454774,-0.20808975983930186,1.0275523774348283,0.47866640911240715,0.06253132956549935,-0.5590544166842671,0.8228800705468128,-0.1319183284086941,-0.15030718916620447,-0.6263329807632965,-0.32964130002620134,0.37526851422537016,-0.920131079429879,-0.10198941564981324,-0.03541663818935432,-0.19532141366977313,-0.28284814101995426,0.09872723517543808,-0.1762959990673562
17301526,-0.42519336900856597,-0.5454163946515314,0.09693789431874508,-0.6626453837542919,-0.3367568131308407,-0.7998179171858997,-0.4661604560642898,0.09693789431874508,-0.2932939251624167,0.09304354407401859,-0.42245930239297225,-0.3101526771306463,0.09693789431874508,-0.09288503134356484,-0.18352796009275443,-0.3404121307045479,-0.2668760987984721,-0.2032709833318519,-0.2414409043211092,-0.3208185041054888,-0.3670310696873401,0.3359850088819086,-0.38964651906646347,-0.5323691382303345,-0.41837858354684915,-0.667285748589216,0.4047626430248968,-0.20901023989177003,-0.31817086412222734,1.2560683043479572,0.4466637683595658,-0.4063775290413805,-0.20706878951416216,-0.1421392778344542,-0.9421082545403925,0.7840493923392055,0.24732495420804054,-0.22931853701613164,-0.31044039834270754,-0.13036717967400846,-0.14658071812131557,-0.24485918666445736,0.20321619288828938,-0.5762689831249977,-0.016109291989401944,-0.3332648456002781,-0.5323691382303345,-0.16055498487221598,-0.018667001721127372,-0.21067275569573238
17293336,-0.42519336900856597,-0.23276264946034286,-0.41762963083554727,-1.1032834649869412,-0.03281204379689162,-0.7998179171858997,-0.5084389026864145,-0.41762963083554727,0.06660729015927254,-0.4140141394274478,-0.1455365910373825,0.226804258504647,-0.41762963083554727,-0.4504748356262076,0.16994521179819636,-0.0218096756432672,0.4247720967070356,-0.01526374662718082,-0.10787882371181477,0.5708021425265017,-0.05226384828249734,0.45433234857378313,0.1205931945325546,-0.22347714889356948,0.11594815136630841,-0.667285748589216,-0.4300387856129754,-0.09819284301884533,0.047855587262460336,-0.2643286759962718,-3.1760312810995353,0.15288635101267473,-0.007359479364818161,-0.2316067452248934,0.3842844407482017,0.6540099575299106,-0.4224853389985861,-0.5722117070913773,0.13759472320914334,-0.25576398766518893,-0.5906374798025711,-0.07720203473804325,-0.0763688292844669,-0.9868612502267203,-0.7573241026172454,-0.7289142705164218,-0.22347714889356948,-0.05151199073811156,0.3224196456368598,0.311201414514015
17285145,-0.42519336900856597,-0.3916430802960622,-0.8808033855253735,-0.03687408639410424,-0.3460731608976698,1.250284569165975,-0.36562936413112446,-0.8808033855253732,-0.31914687827988436,1.1071589110769513,-0.31590143111928465,-0.37419380446014766,-0.8808033855253732,-1.0459613878022351,-0.13609373025116758,-0.3620713567358727,-0.3603510039139634,-0.14856162173254886,-0.17156891476173156,-1.0698981167592327,-0.3936814236018212,-1.0341805561131134,-0.42367059461456574,-0.46132418153347426,-0.42173660017675524,-0.667285748589216,-0.773780550346217,-0.1483565780199249,-0.396748039199266,0.2476969601064718,0.39599041265907653,-0.39998097727968573,-0.3650162982504536,-0.4136714426966479,-0.8083887543914594,0.7537754246785886,0.6766622508811511,-0.38857121705676134,-0.38561914109133477,-0.7450809229695884,2.008947302051343,-0.18777050860210934,-0.8936173556356006,-0.2679180061643993,-0.08228623152995788,-0.4405627367471585,-0.46132418153347426,-0.13381925889009982,0.25570059171557263,-0.2967468280185533
