dataFileHandleId,empirical2,Z__spkt_welch_density__coeff_2,Y__spkt_welch_density__coeff_5,Y__spkt_welch_density__coeff_8,yR,Y__sum_of_reoccurring_values,yStd,Z__spkt_welch_density__coeff_8,"X__fft_coefficient__coeff_54__attr_""abs""",empirical1
17301504,0.7411231049733669,-0.15108399545746415,-0.21075527693274165,-0.013682956413042317,0.6700921016244145,-0.021761168724351306,0.5614535904029693,0.14181037953435932,0.42253715300391037,-0.041436009554523485
17293315,0.27640246947777186,-0.09863321455025499,0.8366224768322484,-0.04152701955113595,-0.11587078292681638,-3.323654812169663,-0.11133406749716322,-0.07011605932713051,1.7349363747608526,-0.041436009554523485
17301508,0.7411231049733669,-0.20215981462936658,-0.21298847388179326,-0.038692104848071625,-0.1522593137222357,-2.5490268927673947,-0.1468584209600396,-0.014493909434068955,0.7538297712361244,-0.041436009554523485
17317891,-1.1177594370090125,2.428932969826685,0.3247911568110857,0.3831658458274778,2.669448101509811,-0.42221756675873306,2.3834541850265327,0.7565128215039337,1.1241029532209157,-1.2741572938015935
17293322,0.27640246947777186,-0.19492004817141964,-0.19436866355106117,-0.04785358748943778,-0.19605714279356345,-4.271125315109477,-0.17129614197111095,-0.064511574451967,0.7991202574520313,-0.041436009554523485
17301514,0.7411231049733669,-0.198330032523504,-0.2152864227482925,-0.03866314454155204,-0.19432740993719474,-2.866588953453619,-0.20152760963570288,-0.06420952962993577,1.605483118464529,-0.041436009554523485
17285146,-1.1177594370090125,-0.20840599925164857,-0.2125438350307305,-0.04970055111089051,-0.41674705418841135,-0.027330738884401466,-0.35649050062663235,-0.07675140299545984,-0.7244465104018835,-1.2741572938015935
17301534,0.7411231049733669,-0.19982545460527978,-0.21129421231003384,-0.04860243452034948,0.5482266285295428,-0.06484857653517041,0.5046997361806558,-0.07350006730710486,-0.7303421262720878,-0.041436009554523485
17285151,1.6705643759645563,-0.19526938511043543,-0.21124966412938923,-0.048827012468268025,-0.3552608445081064,0.7146399022658219,-0.31480359171527245,-0.07307365444849183,-0.38190033477748386,1.1912852746925464
17301540,0.7411231049733669,-0.2018312156432314,-0.21517113037906915,-0.04907203068329542,-0.09838103192814121,0.13504743810221914,0.0007155256826920641,-0.0762252957932218,-0.2406549739936347,-0.041436009554523485
17285158,-1.1177594370090125,-0.19277917336422112,-0.21664695624709415,-0.049714665009605905,-0.35838719181190365,-0.7755684617812458,-0.35615790252424323,-0.07636582295159115,0.157578493688874,-1.2741572938015935
17301544,0.7411231049733669,-0.20360417589673388,-0.2159098970751046,-0.04963027782086214,0.3313313703148181,-2.335618906727441,0.31482019011193924,-0.07705665896743175,-0.3676951848045488,-0.041436009554523485
17293354,0.27640246947777186,-0.010862394134891049,-0.14482462309040153,-0.041350163331521965,0.24653928635922015,-2.487220466692366,0.13543082186371683,-0.05591529505869754,0.5991037684212419,-0.041436009554523485
17301549,0.7411231049733669,-0.2043489374555957,-0.21832855505567106,-0.0496783900561533,-0.07224882382294,-2.5813705113376018,-0.08221035990682106,-0.07496172091975573,-0.2738917720116296,-0.041436009554523485
17285166,1.6705643759645563,-0.20234292217304575,-0.19216993335570853,-0.04918791350887886,-0.3248663760152012,0.08135410512950694,-0.29821107732257135,-0.07738222816524287,-0.4892631969200856,1.1912852746925464
17293360,0.27640246947777186,0.130040598418804,0.16323445886668017,-0.03825757703448629,0.8521464847573106,-1.2236898213078184,0.8324444766726867,0.010997975514359357,4.833829667572442,-0.041436009554523485
17285184,-1.1177594370090125,-0.2070820015766166,-0.21751766788512777,-0.04963668578825632,-0.4195775261351985,0.05781469581674823,-0.37491744062823534,-0.07685512710292879,-0.7506965145591855,-1.2741572938015935
17309764,-1.1177594370090125,-0.20675044512177898,-0.15157601718695995,-0.046030422036993666,-0.2823575703523872,-0.08200298242702918,-0.24969986642741088,-0.07311246833820101,-0.5046133133909283,-1.2741572938015935
17285188,1.6705643759645563,-0.1301144174163862,-0.20236354465766987,-0.04783330032223839,-0.19294527889885232,2.0033749429540344,-0.1496109415791473,-0.06819533147665814,-0.7214480374355022,1.1912852746925464
17317959,-1.1177594370090125,-0.18536384243234025,0.538654380563745,-0.04794964781853619,0.9138251168725943,-1.3637128149540207,0.8652443109783896,-0.06646300112984728,0.9964121532665725,-1.2741572938015935
17309768,-1.1177594370090125,-0.19000253430930567,-0.21275525473796086,-0.049896865428301844,-0.48013059045877615,-0.5547371440968055,-0.4680635714601489,-0.07714385303039316,-0.6491454125925966,-1.2741572938015935
17285194,-1.1177594370090125,-0.2073491285050179,-0.21831680284518357,-0.049848410177517725,-0.23867147043685127,-0.8623722350051561,-0.20842946751734603,-0.07726663751391116,-0.31193233506395074,-1.2741572938015935
17326157,0.27640246947777186,-0.19941754475365506,-0.19133398937960772,-0.04935256719563089,-0.3156756184219073,-0.04167197406211133,-0.2860468387520212,-0.07388095964045226,-0.3119397219675812,-0.041436009554523485
17317967,-1.1177594370090125,-0.17382157310241153,-0.1417952501412945,-0.04407682373445972,0.2383230552914648,-0.26796593533366503,0.32338444377774295,-0.06856718199165877,0.2515654611106099,-1.2741572938015935
17285202,1.6705643759645563,-0.19772752010289563,-0.20469102143735757,-0.048449084796489315,-0.26516369471072215,0.4845483779118273,-0.23846982984786508,-0.07580162908082919,-0.7556171402622035,1.1912852746925464
17309788,-1.1177594370090125,-0.17912048254493915,-0.18307127854068067,-0.049325073798552284,-0.004855452294626316,-0.4217514248691711,0.033343754576934816,-0.07467761136261909,-0.5527503761738084,-1.2741572938015935
17326173,0.27640246947777186,-0.1295156710705327,-0.14341226595667556,-0.048282150661400965,-0.1262988374676066,-0.215728870453891,-0.1303508118031297,-0.07094400002818205,-0.2274221498783418,-0.041436009554523485
