dataFileHandleId,empiricalFeature1,"Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",magnitude__sum_values,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","magnitude__fft_coefficient__coeff_0__attr_""abs""",site_1,"Z__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""","Z__linear_trend__attr_""stderr""",session,"magnitude__fft_coefficient__coeff_0__attr_""real""","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","Z__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",magnitude__abs_energy,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",Z__number_peaks__n_10,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",Z__mean_abs_change,"Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""",Z_allPower,empiricalFeature2,"Z__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","Z__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",Z__binned_entropy__max_bins_10,"magnitude__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""",X__sum_of_reoccurring_values,Z__variance,"magnitude__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""",magnitude__partial_autocorrelation__lag_2,magnitude__autocorrelation__lag_3,"Z__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",Y__autocorrelation__lag_2,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",Z__number_peaks__n_5,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",magnitude__quantile__q_0.1,magnitude__autocorrelation__lag_2,Y_8.0,Z__autocorrelation__lag_1,"Z__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""intercept""",X__percentage_of_reoccurring_values_to_all_values,"Z__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""","magnitude__linear_trend__attr_""stderr""","X__fft_coefficient__coeff_58__attr_""abs""",Y__partial_autocorrelation__lag_5
17317889,-0.42519336900856597,1.680840450261678,-0.5159748374417693,2.215423113076887,-0.5159748374417693,1.250284569165975,1.568812849908696,1.4067960713442387,1.6142165945784177,-0.5159748374417693,1.4143910740970296,1.5417334681507642,2.3118558239615594,1.3027452588175932,0.22537076064859835,2.5414972896445858,-0.5773566847843646,1.7417355444065772,1.7417355444065772,1.386669198332584,1.9815879685938262,1.7416223714901682,-0.667285748589216,1.8683121937725267,1.405698565495031,1.0208626661236144,1.7671555284870795,0.6350517675255576,1.0375759231796,1.4017238835106165,3.9141859238912766,1.449104960851258,-1.5886044906910664,-0.43683569052619536,1.294238751863909,-0.28743046444619524,2.269406147477065,2.73905809657844,-0.7215650342985198,2.4908780419609062,-2.3450251345037434,0.20437324607167112,0.916240136922152,0.28402776687026854,1.397557994252164,1.0099718455724276,1.1815464457272304,1.7614341140572276,1.3950323033498375,0.002602939622903512
17301510,-0.42519336900856597,0.25768804225940584,-0.6629189758251327,0.9805593381668879,-0.662918975825133,-0.7998179171858997,0.12468025669588598,0.2952263238700863,0.09304354407401859,-0.662918975825133,0.14282206090158203,0.2863302007017638,0.17761098733491734,0.08757834289353944,-0.30198876560646215,0.9829634361459894,-0.4300387856129754,1.3135442136886317,1.3135442136886317,0.06349277040342462,1.2623856182393263,1.4215260985537916,-0.667285748589216,0.026447228550914217,0.19817594346174353,0.5158663055367481,1.4016210143286782,0.039887278711983824,0.8969183955383562,0.49868598758336136,-0.14208746146194629,0.9729796361518466,-0.2811897360469697,0.8639309489374868,-0.039256075071530956,-0.9240968246098569,0.6626567167828079,0.2520101120822703,-0.6570454137971146,1.3964210137697604,-0.6020962739175643,0.8892304515525107,1.3531553865554429,-1.0714698862374519,0.025299489694490133,-0.5636958817248365,0.3077574080240027,0.8935211745157162,2.3512201177772707,-0.025619982780789634
17285131,-0.42519336900856597,-0.36270541408025353,0.46567668045594973,-0.7262468825985156,0.4656766804559511,1.250284569165975,-0.33418961746305154,-0.37724014986835924,1.1071589110769513,0.4656766804559511,-0.39031679430440236,-0.39431519779061336,-0.5364793314776499,-0.3670231638033072,0.22057926576522394,-0.6146452872794632,0.5029745758058229,-0.814837697943405,-0.814837697943405,-0.3019649999408971,-0.6649108276943665,-0.9188303972077387,-0.667285748589216,-0.3420779732265674,-0.3482234482461903,-0.4093970850166087,-0.6585297471750623,0.17401878831996587,-0.5172626140873802,-1.3613460424034802,-0.3622043877655083,-0.537680581903326,0.3496431255605835,-0.8627546288721455,-0.3123327134295422,0.7423025409111158,-0.4537786979659732,-0.2771892728872167,0.28924235355682976,-0.9386571136919051,0.8514142541308727,-0.8750117942846461,-0.11113225622279416,0.7058542269874107,-0.19338988630230555,2.425531269773718,-0.40037554610362375,-0.6177806943349688,-0.6317277202333744,0.017863265589783132
17301516,-0.42519336900856597,0.2558825976369739,-0.6419911514754115,1.2084412254246892,-0.6419911514754115,-0.7998179171858997,0.22455360281708245,0.4167103735032412,0.09304354407401859,-0.6419911514754115,0.16928535063135774,0.3972022943149028,0.3612187375589932,0.07071432147262181,-0.25843669013975584,0.9975185875018721,-0.4791447520034385,1.5289013579506852,1.5289013579506852,0.10007391127009495,1.1206767673992126,1.4735563095049329,-0.667285748589216,0.1197801955684385,0.28727813709320177,0.6422086397893916,1.1346830361403482,-0.11362167519043972,0.8023614112173427,0.48274692765614563,0.09942362815445947,0.8882373968408223,-0.3476777293579513,0.3648024152248486,0.0731379325617528,-0.5915518626522736,0.7543311375030983,0.5088733202473856,-0.7215650342985198,1.8482158853154464,-0.5895158163475316,0.5149353452441444,0.22347943950691707,-0.860803192296049,0.26569390699580114,-0.5707739368771104,0.43528297524974596,0.8642925581873533,0.952023397425538,-0.060258599919057215
17285134,-0.42519336900856597,-0.39574876022450745,0.4761779328361207,-0.8350101354847673,0.47617793283611864,1.250284569165975,-0.4297488121365029,-0.46223604314481526,1.1071589110769513,0.47617793283611864,-0.41402083438193876,-0.4142902868866218,-0.5619551110276821,-0.40072231132300007,0.23998733341309877,-0.8173208144722632,0.9940342397104537,-0.8290651425438126,-0.8290651425438126,-0.3335709165656839,-0.6716174376105162,-0.7954431814011254,-0.667285748589216,-0.46322281468849885,-0.4405836944625852,-0.4100622414608075,-0.6581591851927682,-1.0627471437477358,-0.5715100932124901,0.7971960055088315,-0.745172886581197,-0.5719341766226511,-0.7442055800221891,-0.303572616658797,-0.41705359932242647,0.8047472003127188,-0.6409332285157989,-0.37031945724366777,1.0204647192394232,-1.0442893794523036,0.8713529232108356,-0.002197358000172591,2.630782552722091,0.5781247803370154,-0.8476010218152903,-0.4565439585087897,-0.47720840568691836,-0.6340773943452711,-0.6053630735362858,0.003591847137337042
17285138,-0.42519336900856597,-0.17092766561425096,0.7175663902055466,-0.12297673136145669,0.7175663902055466,1.250284569165975,-0.2627016069687331,-0.3080988573953972,1.1071589110769513,0.7175663902055466,-0.050779137519404244,-0.14403586678946295,-0.24029058442888618,-0.10194258556473752,0.8499336813717303,-0.1422240461783294,0.5029745758058229,-0.1450872648466376,-0.1450872648466376,-0.13159702052266511,-0.16856169032125431,0.7600107047173787,-0.667285748589216,-0.23670363057754001,-0.29029848444953893,-0.16363411274452797,-0.20556492951082755,-0.9384569304407884,-0.20021679559273126,-2.8913133136147127,-0.0718317532516202,-0.19642663408366415,0.9646787823837958,0.6448723251694473,-0.26332929400006927,0.36349703196739935,-0.05059407596661263,0.08670369434084885,0.4828012150610457,-0.2693014560982596,-0.48080395015956,0.6631601775234016,-0.6867025203997806,0.29341281348050197,0.3516568923078312,2.04176250974636,-0.32599559715215964,-0.22410018607906101,-0.5829983830524863,0.008775098904155525
17285140,-0.42519336900856597,-0.21430677926765693,0.6198004220314574,-0.22159769053625203,0.6198004220314574,1.250284569165975,-0.2965540582901201,-0.32309868283986254,1.1071589110769513,0.6198004220314574,-0.1954756632681849,-0.2321593042920263,-0.21196045291231266,-0.1603670342877911,0.5377344682142787,-0.23200785092573856,0.4047626430248968,-0.19532141366977313,-0.19532141366977313,-0.1762959990673562,-0.33946508410969395,0.5665429055081729,-0.667285748589216,-0.3076031567238071,-0.30372834954599515,-0.2421830392368972,-0.34427089197807986,-0.21484112350059786,-0.23783494995628007,0.47866640911240715,-0.15030718916620447,-0.2746332728895483,-1.348514492295325,0.8228800705468128,-0.2828481410199545,0.06253132956549935,-0.20808975983930186,-0.1319183284086941,0.37526851422537016,-0.25091321617410217,-0.4885261333731222,1.0275523774348283,-0.920131079429879,0.40131355524642826,-0.03541663818935432,-0.563501740783517,-0.32964130002620134,-0.37236425181454763,-0.5216760522200589,-0.00974942726746137
17301526,-0.42519336900856597,-0.2932939251624167,0.09693789431874508,-0.5454163946515314,0.09693789431874508,-0.7998179171858997,-0.20327098333185212,-0.2414409043211093,0.09304354407401859,0.09693789431874508,-0.3101526771306463,-0.3367568131308407,-0.4661604560642898,-0.2668760987984721,-0.09288503134356484,-0.42245930239297225,0.4047626430248968,-0.5323691382303345,-0.5323691382303345,-0.21067275569573238,-0.41837858354684915,-0.3208185041054888,-0.667285748589216,-0.1835279600927547,-0.2090102398917702,-0.3404121307045479,-0.3896465190664633,0.4466637683595658,-0.3181708641222272,-0.9421082545403925,-0.13036717967400846,-0.36703106968734006,1.256068304347954,-0.22931853701613164,-0.16055498487221584,0.7840493923392055,-0.20706878951416216,-0.31044039834270754,0.20321619288828938,-0.7102597055489177,0.20657107130545063,-0.1421392778344542,-0.5762689831249977,0.5980049301211499,-0.333264845600278,-0.09109522523330872,-0.24485918666445736,-0.4063775290413804,-0.3370073288404301,-0.032890048628531385
17293336,-0.42519336900856597,0.06660729015927254,-0.41762963083554727,-0.23276264946034286,-0.41762963083554727,-0.7998179171858997,-0.01526374662718082,-0.10787882371181468,-0.4140141394274478,-0.41762963083554727,0.226804258504647,-0.03281204379689162,-0.5084389026864145,0.4247720967070356,-0.4504748356262076,-0.1455365910373825,-0.4300387856129754,-0.22347714889356948,-0.22347714889356948,0.311201414514015,0.11594815136630841,0.5708021425265017,-0.667285748589216,0.1699452117981966,-0.09819284301884533,-0.0218096756432672,0.12059319453255471,-3.1760312810995353,0.04785558726246048,0.3842844407482017,-0.25576398766518893,-0.052263848282497256,-0.2643286759962684,-0.5722117070913773,-0.05151199073811156,0.6540099575299106,-0.007359479364818161,0.13759472320914334,-0.0763688292844669,-0.32440870429076996,-0.20358814292971805,-0.2316067452248934,-0.9868612502267203,-0.14762052164825681,-0.7289142705164219,-0.5283527929978149,-0.07720203473804364,0.15288635101267503,0.6449966927117174,-0.02563604464026285
17285145,-0.42519336900856597,-0.31914687827988436,-0.8808033855253735,-0.3916430802960622,-0.8808033855253732,1.250284569165975,-0.1485616217325488,-0.17156891476173136,1.1071589110769513,-0.8808033855253732,-0.37419380446014766,-0.3460731608976698,-0.36562936413112446,-0.3603510039139634,-1.0459613878022351,-0.31590143111928465,-0.773780550346217,-0.46132418153347426,-0.46132418153347426,-0.2967468280185533,-0.42173660017675524,-1.0698981167592327,-0.667285748589216,-0.13609373025116747,-0.1483565780199249,-0.3620713567358727,-0.42367059461456563,0.39599041265907653,-0.39674803919926616,-0.8083887543914594,-0.7450809229695884,-0.393681423601821,0.24769696010646897,-0.38857121705676134,-0.13381925889009982,0.7537754246785886,-0.3650162982504536,-0.38561914109133477,-0.8936173556356006,-0.37176818505748704,0.9051693846181718,-0.4136714426966479,-0.2679180061643993,0.2812679254889512,-0.44056273674715846,2.0314283363502006,-0.18777050860210934,-0.3999809772796856,-0.2587197535752342,-0.06352117100312976
