dataFileHandleId,empiricalFeature1,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",site_1,"magnitude__fft_coefficient__coeff_0__attr_""abs""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","Z__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""","magnitude__fft_coefficient__coeff_0__attr_""real""","Z__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",magnitude__abs_energy,magnitude__sum_values,"Z__fft_aggregated__aggtype_""kurtosis""","Z__linear_trend__attr_""stderr""",session,"Z__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""",X__sum_of_reoccurring_values,X__percentage_of_reoccurring_values_to_all_values,Z_allPower,"Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4","magnitude__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""",magnitude__autocorrelation__lag_2,"Z__fft_aggregated__aggtype_""centroid""","magnitude__linear_trend__attr_""stderr""","magnitude__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",Z__binned_entropy__max_bins_10
17317889,-0.42519336900856597,2.215423113076887,1.250284569165975,-0.5159748374417693,1.5417334681507642,1.4143910740970296,2.3118558239615594,-0.5159748374417693,1.5688128499086966,1.680840450261678,0.22537076064859835,-0.5159748374417693,2.2427819748699216,1.4067960713442387,1.6142165945784177,1.8683121937725267,2.5414972896445858,1.7671555284870795,1.9815879685938254,1.4017238835106165,0.9716075395583943,1.7416223714901682,1.3027452588175932,1.4491049608512576,0.20437324607167112,-0.9161635000091588,1.761434114057228,1.0375759231795996,1.7417355444065772,0.6350517675255576
17301510,-0.42519336900856597,0.9805593381668879,-0.7998179171858997,-0.662918975825133,0.2863302007017638,0.14282206090158203,0.17761098733491734,-0.662918975825133,0.12468025669588598,0.25768804225940584,-0.30198876560646215,-0.6629189758251327,0.6795247066582811,0.29522632387008607,0.09304354407401859,0.026447228550914092,0.9829634361459894,1.4016210143286791,1.2623856182393276,0.49868598758336136,-0.6265301405246537,1.4215260985537916,0.08757834289353944,0.9729796361518466,0.8892304515525107,-0.34786643508163356,0.8935211745157167,0.8969183955383561,1.3135442136886317,0.039887278711983824
17285131,-0.42519336900856597,-0.7262468825985156,1.250284569165975,0.4656766804559511,-0.39431519779061336,-0.39031679430440236,-0.5364793314776499,0.4656766804559511,-0.33418961746305154,-0.36270541408025353,0.22057926576522394,0.46567668045594973,0.4291967254376271,-0.3772401498683592,1.1071589110769513,-0.3420779732265674,-0.6146452872794632,-0.6585297471750624,-0.6649108276943665,-1.3613460424034802,2.4091783907431745,-0.9188303972077387,-0.3670231638033072,-0.537680581903326,-0.8750117942846461,-0.29311274750727206,-0.6177806943349688,-0.5172626140873801,-0.814837697943405,0.17401878831996587
17301516,-0.42519336900856597,1.2084412254246892,-0.7998179171858997,-0.6419911514754115,0.3972022943149028,0.16928535063135774,0.3612187375589932,-0.6419911514754115,0.22455360281708245,0.2558825976369739,-0.25843669013975584,-0.6419911514754115,0.8810395811691135,0.4167103735032412,0.09304354407401859,0.11978019556843889,0.9975185875018721,1.1346830361403482,1.1206767673992126,0.48274692765614563,-4.214954468812396e-15,1.4735563095049329,0.07071432147262181,0.8882373968408226,0.5149353452441444,-0.3389580997740867,0.8642925581873534,0.8023614112173426,1.5289013579506852,-0.11362167519043972
17285134,-0.42519336900856597,-0.8350101354847673,1.250284569165975,0.47617793283611864,-0.4142902868866218,-0.41402083438193876,-0.5619551110276821,0.47617793283611864,-0.4297488121365029,-0.39574876022450745,0.23998733341309877,0.4761779328361207,0.3659777872926104,-0.46223604314481537,1.1071589110769513,-0.46322281468849885,-0.8173208144722632,-0.6581591851927684,-0.6716174376105162,0.7971960055088315,-0.5177120444205693,-0.7954431814011254,-0.40072231132300007,-0.5719341766226512,-0.002197358000172591,-0.25000085643618547,-0.6340773943452712,-0.5715100932124901,-0.8290651425438126,-1.0627471437477358
17285138,-0.42519336900856597,-0.12297673136145669,1.250284569165975,0.7175663902055466,-0.14403586678946295,-0.050779137519404244,-0.24029058442888618,0.7175663902055466,-0.262701606968733,-0.17092766561425096,0.8499336813717303,0.7175663902055466,-0.37087789997626963,-0.3080988573953972,1.1071589110769513,-0.23670363057754001,-0.1422240461783294,-0.20556492951082767,-0.16856169032125443,-2.8913133136147127,2.0194421680325365,0.7600107047173787,-0.10194258556473752,-0.19642663408366426,0.6631601775234016,1.0195857302643827,-0.2241001860790613,-0.20021679559273123,-0.1450872648466376,-0.9384569304407884
17285140,-0.42519336900856597,-0.22159769053625203,1.250284569165975,0.6198004220314574,-0.2321593042920263,-0.1954756632681849,-0.21196045291231266,0.6198004220314574,-0.2965540582901201,-0.21430677926765693,0.5377344682142787,0.6198004220314574,0.5009689043262673,-0.32309868283986254,1.1071589110769513,-0.30760315672380695,-0.23200785092573856,-0.34427089197808,-0.33946508410969395,0.47866640911240715,-0.6263329807632965,0.5665429055081729,-0.1603670342877911,-0.2746332728895485,1.0275523774348283,0.30430565169711166,-0.37236425181454774,-0.2378349499562801,-0.19532141366977313,-0.21484112350059786
17301526,-0.42519336900856597,-0.5454163946515314,-0.7998179171858997,0.09693789431874508,-0.3367568131308407,-0.3101526771306463,-0.4661604560642898,0.09693789431874508,-0.2032709833318519,-0.2932939251624167,-0.09288503134356484,0.09693789431874508,-0.6626453837542919,-0.2414409043211092,0.09304354407401859,-0.18352796009275443,-0.42245930239297225,-0.38964651906646347,-0.41837858354684915,-0.9421082545403925,-0.14658071812131557,-0.3208185041054888,-0.2668760987984721,-0.3670310696873401,-0.1421392778344542,0.3359850088819086,-0.4063775290413805,-0.31817086412222734,-0.5323691382303345,0.4466637683595658
17293336,-0.42519336900856597,-0.23276264946034286,-0.7998179171858997,-0.41762963083554727,-0.03281204379689162,0.226804258504647,-0.5084389026864145,-0.41762963083554727,-0.01526374662718082,0.06660729015927254,-0.4504748356262076,-0.41762963083554727,-1.1032834649869412,-0.10787882371181477,-0.4140141394274478,0.16994521179819636,-0.1455365910373825,0.1205931945325546,0.11594815136630841,0.3842844407482017,-0.5906374798025711,0.5708021425265017,0.4247720967070356,-0.05226384828249734,-0.2316067452248934,0.45433234857378313,0.15288635101267473,0.047855587262460336,-0.22347714889356948,-3.1760312810995353
17285145,-0.42519336900856597,-0.3916430802960622,1.250284569165975,-0.8808033855253732,-0.3460731608976698,-0.37419380446014766,-0.36562936413112446,-0.8808033855253732,-0.14856162173254886,-0.31914687827988436,-1.0459613878022351,-0.8808033855253735,-0.03687408639410424,-0.17156891476173156,1.1071589110769513,-0.13609373025116758,-0.31590143111928465,-0.42367059461456574,-0.42173660017675524,-0.8083887543914594,2.008947302051343,-1.0698981167592327,-0.3603510039139634,-0.3936814236018212,-0.4136714426966479,-1.0341805561131134,-0.39998097727968573,-0.396748039199266,-0.46132418153347426,0.39599041265907653
