dataFileHandleId,Z__spkt_welch_density__coeff_2,empirical2,Y__spkt_welch_density__coeff_8,yStd,yR,Y__sum_of_reoccurring_values,Z__spkt_welch_density__coeff_8,empirical1,Y__spkt_welch_density__coeff_5,Y__quantile__q_0.4,"Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","X__fft_coefficient__coeff_54__attr_""abs""","Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","Y__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",Z__friedrich_coefficients__m_3__r_30__coeff_0,"Y__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","X__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",X__spkt_welch_density__coeff_2,X__spkt_welch_density__coeff_5,"Y__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","Z__fft_coefficient__coeff_39__attr_""abs""","Y__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""intercept""",X__maximum,"X__agg_linear_trend__f_agg_""mean""__chunk_len_50__attr_""stderr""","X__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",X__spkt_welch_density__coeff_8,"X__fft_coefficient__coeff_38__attr_""abs""","Z__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",Z__spkt_welch_density__coeff_5,zR
17301504,-0.15108399545746415,0.7411231049733669,-0.013682956413042317,0.5614535904029693,0.6700921016244145,-0.021761168724351306,0.14181037953435932,-0.041436009554523485,-0.21075527693274165,1.2235741456213767,-0.0002977398397967454,0.42253715300391037,-0.054719766367281,0.14312232017203363,0.25162101190622777,-0.03098311681436441,-0.20010616414108778,-0.18952044913099902,-0.09665028077092884,-0.030990092675151116,-0.24969667484557048,1.4862827818146989,-0.12662851972767789,-0.2524244997825896,-0.014349417819280185,0.37815593281391996,-0.47892012255008193,1.1099393084177855,-0.11603703961160618,1.043643711402455
17293315,-0.09863321455025499,0.27640246947777186,-0.04152701955113595,-0.11133406749716322,-0.11587078292681638,-3.323654812169663,-0.07011605932713051,-0.041436009554523485,0.8366224768322484,-2.898806223036788,-0.06103662090868457,1.7349363747608526,-0.06367122947552067,-0.039745501548582966,0.21264496946580963,-0.07109479133535176,1.6496945574766926,0.4567571243037662,0.7612483347213611,-0.04961529380346757,1.3490226614502947,-2.9663995444638096,9.669491516077409,1.6266379157188517,-0.08464318094999675,0.032390221125618006,0.2223011220971413,0.13367121691523298,0.007564008951497479,-0.09511739576388051
17301508,-0.20215981462936658,0.7411231049733669,-0.038692104848071625,-0.1468584209600396,-0.1522593137222357,-2.5490268927673947,-0.014493909434068955,-0.041436009554523485,-0.21298847388179326,-2.0553536969733632,-0.05912037704197374,0.7538297712361244,-0.04217995293975333,0.0983727128988186,0.25784094005940317,-0.032725583442854415,0.13463748230325995,-0.22122029148823122,-0.097413710697501,-0.0338657700526124,0.014262272413117515,-2.083218021505902,-0.8838734438058526,-0.2915119239181433,-0.05517601803259435,0.08844469691809828,-0.3211308640561889,0.24857375052579664,-0.11926891882844425,0.002883388374290419
17317891,2.428932969826685,-1.1177594370090125,0.3831658458274778,2.3834541850265327,2.669448101509811,-0.42221756675873306,0.7565128215039337,-1.2741572938015935,0.3247911568110857,0.2722102098281576,0.43905795498914113,1.1241029532209157,0.5736913361855063,2.8870079399229227,0.2578013312894792,0.9449928128563141,0.317289538277359,0.5860356396206339,0.07394686155817158,0.5981621186305708,1.3368716096520883,0.6659981101155524,1.2937263820373743,0.0738586877010813,-0.10321677349917688,0.23069542409088759,1.2887178305842346,1.6141456273254162,0.19768171317159075,1.4430928700356611
17293322,-0.19492004817141964,0.27640246947777186,-0.04785358748943778,-0.17129614197111095,-0.19605714279356345,-4.271125315109477,-0.064511574451967,-0.041436009554523485,-0.19436866355106117,-3.088640195361286,-0.06525811908005667,0.7991202574520313,-0.07065079259235393,-0.052030743859553,0.19396111189820567,-0.07008518157395287,0.007677196958735051,-0.09760363159405264,-0.09151691347613475,-0.04995608266645239,-0.020135281453572247,-3.0037244426369933,2.839571423606196,-0.11051642727010463,-0.09965575800180795,-0.0543891074445799,-0.12935613181655709,-0.3772850142159538,-0.11742790923879186,-0.2767963322689276
17301514,-0.198330032523504,0.7411231049733669,-0.03866314454155204,-0.20152760963570288,-0.19432740993719474,-2.866588953453619,-0.06420952962993577,-0.041436009554523485,-0.2152864227482925,-2.1559904518735427,-0.07188434549351723,1.605483118464529,-0.06449012589760002,0.02640630533389168,-0.0270539887061888,-0.06131520575906846,-0.43154942373518845,-0.2306832621434613,-0.09954251430858545,-0.04426795206996672,-0.2565324663077622,-2.123520742527955,-0.9305010340744394,-0.4377952610594658,-0.11395423357014633,-0.012388524684458788,-0.3092408442468861,-0.11521802547957927,-0.12211136363014075,-0.24247695612698128
17285146,-0.20840599925164857,-1.1177594370090125,-0.04970055111089051,-0.35649050062663235,-0.41674705418841135,-0.027330738884401466,-0.07675140299545984,-1.2741572938015935,-0.2125438350307305,0.33471688793241994,-0.08011602952585864,-0.7244465104018835,-0.103330492491103,-0.28495811945687755,-5.573661769754984,-0.0861759262360326,-0.5274005161745795,-0.231242496037176,-0.10027173418401217,-0.06180124973172778,-0.26431335846986015,0.27722465235779714,-0.13768988348587885,-0.4311879682892889,-0.22782452974985826,-0.08886273508529245,-0.39560999080926174,-0.36147044527457944,-0.12111312903238622,-0.4225950113847537
17301534,-0.19982545460527978,0.7411231049733669,-0.04860243452034948,0.5046997361806558,0.5482266285295428,-0.06484857653517041,-0.07350006730710486,-0.041436009554523485,-0.21129421231003384,1.0167781537054736,-0.04776024853924276,-0.7303421262720878,-0.08994042572036147,-0.20267129461916297,0.11018716627176194,-0.07476435534788779,-0.48163518985382026,-0.22916347489143174,-0.09991410030323976,-0.05650297226659362,-0.26487530511711965,0.7374679856979912,0.08043114147011719,-0.44334187470138403,-0.21975609714759217,-0.087022531662707,-0.11755872509941882,0.013463034638598409,-0.12019617037027422,0.4652717177672546
17285151,-0.19526938511043543,1.6705643759645563,-0.048827012468268025,-0.31480359171527245,-0.3552608445081064,0.7146399022658219,-0.07307365444849183,1.1912852746925464,-0.21124966412938923,-0.2757126147093083,-0.08009024841933826,-0.38190033477748386,-0.09841324206771994,-0.27915339823312485,0.2618512479914144,-0.08620793029207545,0.20905285587765682,-0.23052222749356727,-0.10045499249187201,-0.061591035579916145,0.11134654211033738,-0.3989506734848433,-0.590899571380587,0.3084142177985314,-0.2216547590327921,-0.08779261482575931,0.6270030571794665,0.4040652754348108,-0.11887639419686723,0.14897859854292192
17301540,-0.2018312156432314,0.7411231049733669,-0.04907203068329542,0.0007155256826920641,-0.09838103192814121,0.13504743810221914,-0.0762252957932218,-0.041436009554523485,-0.21517113037906915,0.7817483112122589,-0.05872887570533148,-0.2406549739936347,-0.10028581419761996,-0.35845715831454933,-0.593458889095802,-0.08714405448883382,-0.5236062615091921,-0.22298859315531785,-0.09980727807417998,-0.06403732732880665,-0.2132713196937097,0.6001490826956022,0.08143610477271299,-0.5068521773086355,-0.24471249460510186,-0.08736846207305822,-0.01753113135570184,-0.42062654090693163,-0.12152899256469604,-0.19015832700075835
