dataFileHandleId,empiricalFeature1,site_1,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","Z__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","Z__linear_trend__attr_""stderr""","magnitude__fft_coefficient__coeff_0__attr_""real""","magnitude__fft_coefficient__coeff_0__attr_""abs""",magnitude__abs_energy,magnitude__sum_values,"Z__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","Z__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",session,"Z__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""",X__sum_of_reoccurring_values,"Z__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","magnitude__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""","Z__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",Z_allPower,"magnitude__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",magnitude__autocorrelation__lag_2,"magnitude__linear_trend__attr_""stderr""",Z__autocorrelation__lag_1,X__percentage_of_reoccurring_values_to_all_values,magnitude__partial_autocorrelation__lag_2,magnitude__autocorrelation__lag_3,Y__autocorrelation__lag_2,"magnitude__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr"""
17317889,-0.42519336900856597,1.250284569165975,2.215423113076887,2.3118558239615594,1.5417334681507642,1.4067960713442387,-0.5159748374417693,-0.5159748374417693,0.22537076064859835,-0.5159748374417693,1.568812849908696,1.4143910740970296,1.680840450261678,1.6142165945784177,1.8683121937725267,1.9815879685938262,1.4017238835106165,2.5414972896445858,1.449104960851258,1.3027452588175932,1.7416223714901682,1.7671555284870795,0.20437324607167112,1.7614341140572276,0.28402776687026854,1.0099718455724276,-1.5886044906910664,-0.43683569052619536,-0.28743046444619524,1.0375759231796
17301510,-0.42519336900856597,-0.7998179171858997,0.9805593381668879,0.17761098733491734,0.2863302007017638,0.2952263238700863,-0.662918975825133,-0.662918975825133,-0.30198876560646215,-0.6629189758251327,0.12468025669588598,0.14282206090158203,0.25768804225940584,0.09304354407401859,0.026447228550914217,1.2623856182393263,0.49868598758336136,0.9829634361459894,0.9729796361518466,0.08757834289353944,1.4215260985537916,1.4016210143286782,0.8892304515525107,0.8935211745157162,-1.0714698862374519,-0.5636958817248365,-0.2811897360469697,0.8639309489374868,-0.9240968246098569,0.8969183955383562
17285131,-0.42519336900856597,1.250284569165975,-0.7262468825985156,-0.5364793314776499,-0.39431519779061336,-0.37724014986835924,0.4656766804559511,0.4656766804559511,0.22057926576522394,0.46567668045594973,-0.33418961746305154,-0.39031679430440236,-0.36270541408025353,1.1071589110769513,-0.3420779732265674,-0.6649108276943665,-1.3613460424034802,-0.6146452872794632,-0.537680581903326,-0.3670231638033072,-0.9188303972077387,-0.6585297471750623,-0.8750117942846461,-0.6177806943349688,0.7058542269874107,2.425531269773718,0.3496431255605835,-0.8627546288721455,0.7423025409111158,-0.5172626140873802
17301516,-0.42519336900856597,-0.7998179171858997,1.2084412254246892,0.3612187375589932,0.3972022943149028,0.4167103735032412,-0.6419911514754115,-0.6419911514754115,-0.25843669013975584,-0.6419911514754115,0.22455360281708245,0.16928535063135774,0.2558825976369739,0.09304354407401859,0.1197801955684385,1.1206767673992126,0.48274692765614563,0.9975185875018721,0.8882373968408223,0.07071432147262181,1.4735563095049329,1.1346830361403482,0.5149353452441444,0.8642925581873533,-0.860803192296049,-0.5707739368771104,-0.3476777293579513,0.3648024152248486,-0.5915518626522736,0.8023614112173427
17285134,-0.42519336900856597,1.250284569165975,-0.8350101354847673,-0.5619551110276821,-0.4142902868866218,-0.46223604314481526,0.47617793283611864,0.47617793283611864,0.23998733341309877,0.4761779328361207,-0.4297488121365029,-0.41402083438193876,-0.39574876022450745,1.1071589110769513,-0.46322281468849885,-0.6716174376105162,0.7971960055088315,-0.8173208144722632,-0.5719341766226511,-0.40072231132300007,-0.7954431814011254,-0.6581591851927682,-0.002197358000172591,-0.6340773943452711,0.5781247803370154,-0.4565439585087897,-0.7442055800221891,-0.303572616658797,0.8047472003127188,-0.5715100932124901
17285138,-0.42519336900856597,1.250284569165975,-0.12297673136145669,-0.24029058442888618,-0.14403586678946295,-0.3080988573953972,0.7175663902055466,0.7175663902055466,0.8499336813717303,0.7175663902055466,-0.2627016069687331,-0.050779137519404244,-0.17092766561425096,1.1071589110769513,-0.23670363057754001,-0.16856169032125431,-2.8913133136147127,-0.1422240461783294,-0.19642663408366415,-0.10194258556473752,0.7600107047173787,-0.20556492951082755,0.6631601775234016,-0.22410018607906101,0.29341281348050197,2.04176250974636,0.9646787823837958,0.6448723251694473,0.36349703196739935,-0.20021679559273126
17285140,-0.42519336900856597,1.250284569165975,-0.22159769053625203,-0.21196045291231266,-0.2321593042920263,-0.32309868283986254,0.6198004220314574,0.6198004220314574,0.5377344682142787,0.6198004220314574,-0.2965540582901201,-0.1954756632681849,-0.21430677926765693,1.1071589110769513,-0.3076031567238071,-0.33946508410969395,0.47866640911240715,-0.23200785092573856,-0.2746332728895483,-0.1603670342877911,0.5665429055081729,-0.34427089197807986,1.0275523774348283,-0.37236425181454763,0.40131355524642826,-0.563501740783517,-1.348514492295325,0.8228800705468128,0.06253132956549935,-0.23783494995628007
17301526,-0.42519336900856597,-0.7998179171858997,-0.5454163946515314,-0.4661604560642898,-0.3367568131308407,-0.2414409043211093,0.09693789431874508,0.09693789431874508,-0.09288503134356484,0.09693789431874508,-0.20327098333185212,-0.3101526771306463,-0.2932939251624167,0.09304354407401859,-0.1835279600927547,-0.41837858354684915,-0.9421082545403925,-0.42245930239297225,-0.36703106968734006,-0.2668760987984721,-0.3208185041054888,-0.3896465190664633,-0.1421392778344542,-0.4063775290413804,0.5980049301211499,-0.09109522523330872,1.256068304347954,-0.22931853701613164,0.7840493923392055,-0.3181708641222272
17293336,-0.42519336900856597,-0.7998179171858997,-0.23276264946034286,-0.5084389026864145,-0.03281204379689162,-0.10787882371181468,-0.41762963083554727,-0.41762963083554727,-0.4504748356262076,-0.41762963083554727,-0.01526374662718082,0.226804258504647,0.06660729015927254,-0.4140141394274478,0.1699452117981966,0.11594815136630841,0.3842844407482017,-0.1455365910373825,-0.052263848282497256,0.4247720967070356,0.5708021425265017,0.12059319453255471,-0.2316067452248934,0.15288635101267503,-0.14762052164825681,-0.5283527929978149,-0.2643286759962684,-0.5722117070913773,0.6540099575299106,0.04785558726246048
17285145,-0.42519336900856597,1.250284569165975,-0.3916430802960622,-0.36562936413112446,-0.3460731608976698,-0.17156891476173136,-0.8808033855253732,-0.8808033855253732,-1.0459613878022351,-0.8808033855253735,-0.1485616217325488,-0.37419380446014766,-0.31914687827988436,1.1071589110769513,-0.13609373025116747,-0.42173660017675524,-0.8083887543914594,-0.31590143111928465,-0.393681423601821,-0.3603510039139634,-1.0698981167592327,-0.42367059461456563,-0.4136714426966479,-0.3999809772796856,0.2812679254889512,2.0314283363502006,0.24769696010646897,-0.38857121705676134,0.7537754246785886,-0.39674803919926616
